Sınav Yılı,Sayfa Dosyası,Soru No,Soru Metni,Ana Konu,Soru Tipi
ALES3_sorular,page_19.png,4,"Matematik ve fizik gibi alanlarda yetersiz bilgisi olan kişilerin bu disiplinlerdeki kitapları anlamakta zorlandığı, ancak Roger Penrose'un çalışmalarının yaratıcı fizik eserleri arasında olduğu belirtilerek, Penrose hakkında metinden çıkarılabilecek sonuç sorulmaktadır.",Paragrafta Anlam,Paragraf
ALES3_sorular,page_19.png,5,"Afrika'da çocukların bir oyunda 'Hepimiz birlikte olursak kazanırız' cevabını verdiği bir antropolog anekdotu verilerek, bu cevabın vurguladığı temel ilke sorulmaktadır.",Paragrafta Anlam,Paragraf
ALES3_sorular,page_20.png,6,"Yunan sanatçı Despina Vandi'nin kariyeri, ödülleri, hitleri ve şarkılarının Türk sanatçılar tarafından seslendirilmesi hakkında bilgi içeren paragraftan çıkarılabilecek kesin yargı.",Paragrafta Anlam,Paragraf
ALES3_sorular,page_20.png,7,Ahmet Hamdi Tanpınar'ın 'On Dokuzuncu Asır Türk Edebiyatı Tarihi' eserinin Türk edebiyatındaki yeri ve etkisi hakkında bilgi içeren paragraftan çıkarılabilecek kesin yargı.,Paragrafta Anlam,Paragraf
ALES3_sorular,page_20.png,8,Güney Afrika Cumhuriyeti'ndeki Amazizi köyünde ulusal parka yakınlığın sağladığı iş olanakları ve yaşam temposu hakkında bilgi içeren paragraftan çıkarılabilecek kesin yargı.,Paragrafta Anlam,Paragraf
ALES3_sorular,page_21.png,9,Numaralanmış sözleri anlamlı ve kurallı bir cümle oluşturacak biçimde sıralandığında baştan ikinci olanı bulma.,Cümle Sıralama,Paragraf
ALES3_sorular,page_21.png,10,Numaralanmış sözleri anlamlı ve kurallı bir cümle oluşturacak biçimde sıralandığında baştan üçüncü olanı bulma.,Cümle Sıralama,Paragraf
ALES3_sorular,page_21.png,11,Numaralanmış cümleleri anlamlı bir bütün oluşturacak biçimde sıralandığında baştan dördüncü olanı bulma.,Cümle Sıralama,Paragraf
ALES3_sorular,page_21.png,12,Numaralanmış cümleleri anlamlı bir bütün oluşturacak biçimde sıralandığında baştan üçüncü olanı bulma.,Cümle Sıralama,Paragraf
ALES3_sorular,page_22.png,13,"Numaralanmış cümlelerin (I, II, III, IV, V) anlamlı bir bütün oluşturması için hangi iki cümlenin yer değiştirmesi gerektiğini bulma.",Paragrafta Anlam,Paragraf
ALES3_sorular,page_22.png,14,"Numaralanmış cümlelerin (I, II, III, IV, V) anlamlı bir bütün oluşturması için hangi iki cümlenin yer değiştirmesi gerektiğini bulma.",Paragrafta Anlam,Paragraf
ALES3_sorular,page_22.png,15,"Numaralanmış cümlelerin (I, II, III, IV, V) anlamlı bir bütün oluşturması için hangi iki cümlenin yer değiştirmesi gerektiğini bulma.",Paragrafta Anlam,Paragraf
ALES3_sorular,page_23.png,16,"Hayatın tam da ortasında durup var olan her şeyi gözlemlediğin zaman onların kendi hâlinde bir hayat sürdürdüklerini görürsün. Numaralanmış cümlelerden hangisinin, parçanın anlam bütünlüğünü bozduğunu bulunuz.",Paragrafta Anlam Bütünlüğünü Bozan Cümle,Paragraf
ALES3_sorular,page_23.png,17,"Bir felsefe tarihi kitabı harita gibidir, onun yol göstericiliğinde dünyayı genel çizgileriyle görebilirsiniz. Numaralanmış cümlelerden hangisinin, parçanın anlam bütünlüğünü bozduğunu bulunuz.",Paragrafta Anlam Bütünlüğünü Bozan Cümle,Paragraf
ALES3_sorular,page_23.png,18,"Düşünmek, zihinsel olduğu kadar insanın sosyal ve kültürel sermayesiyle de doğrudan ilgili bir edimdir. Numaralanmış cümlelerden hangisinin, parçanın anlam bütünlüğünü bozduğunu bulunuz.",Paragrafta Anlam Bütünlüğünü Bozan Cümle,Paragraf
ALES3_sorular,page_23.png,19,"Don Kişot'un deli olduğunu düşünen adam, Don Kişot onu övmeye, ne kadar yetenekli biri olduğunu söylemeye başladığında o kadar gururlanır ki ilk düşüncesini unutup Don Kişot'u bekasını övmeye başlar. Bu parçada mizah hakkında asıl anlatılmak istenen aşağıdakilerden hangisidir?",Paragrafta Ana Fikir,Paragraf
ALES3_sorular,page_24.png,20,Bu parçada Sherlock Holmes karakteriyle ilgili anlatılmak istenen aşağıdakilerden hangisidir?,Paragrafta Anlam,Paragraf
ALES3_sorular,page_24.png,21,Bu parçada altı çizili cümleyle anlatılmak istenen aşağıdakilerden hangisidir?,Paragrafta Anlam,Paragraf
ALES3_sorular,page_24.png,22,Bu parçada altı çizili sözle vurgulanmak istenen aşağıdakilerden hangisidir?,Paragrafta Anlam,Paragraf
ALES3_sorular,page_25.png,23,"Dijital dünya ve teknolojilerin etkileri üzerine bir paragrafta, belirli bir sorunun cevabını bulma.",Paragrafta Anlam,Paragraf
ALES3_sorular,page_25.png,24,Bir metinde anlatılan psikolojik durum olan 'ters çaba kuralı'na uygun örnek olay bulma.,Paragrafta Anlam,Paragraf
ALES3_sorular,page_26.png,25,Bu parçaya göre Lucretius'la ilgili aşağıdakilerden hangisi söylenemez?,Paragrafta Anlam,Paragraf
ALES3_sorular,page_26.png,26,Bu parçada Herkes Biliyor adlı filmle ilgili aşağıdakilerden hangisine değinilmemiştir?,Paragrafta Anlam,Paragraf
ALES3_sorular,page_27.png,27,Bu parçaya göre empatiyle ilgili aşağıdakilerden hangisi söylenemez?,Paragrafta Anlam,Paragraf
ALES3_sorular,page_27.png,28,Bu parçada Galton'la ilgili aşağıdakilerden hangisine değinilmemiştir?,Paragrafta Anlam,Paragraf
ALES3_sorular,page_28.png,29,Matmazel Noraliya'nın Koltuğu adlı romanıyla ilgili parçadan ulaşılamayacak yargı,Paragrafta Anlam,Paragraf
ALES3_sorular,page_28.png,30,Parçada geçen 'yansıtıcı merkez' ifadesinin amacı,Paragrafta Anlam,Paragraf
ALES3_sorular,page_29.png,31,Bu parçaya göre aşağıdakilerden hangisi Amerikan avangart sinemasının özelliklerinden biridir?,Paragrafta Anlam,Paragraf
ALES3_sorular,page_29.png,32,Aşağıdakilerden hangisi bu parçada söz edilen üç yönetmenin sinema anlayışıyla bağdaşmaz?,Paragrafta Anlam,Paragraf
ALES3_sorular,page_30.png,33,Bu parçaya göre çocuğun merkezini dışa kaydıran temel etken aşağıdakilerden hangisidir?,Paragrafta Anlam,Paragraf
ALES3_sorular,page_30.png,34,Bu parçadan aşağıdakilerin hangisine ulaşılamaz?,Paragrafta Anlam,Paragraf
ALES3_sorular,page_30.png,35,Bu parçaya göre “öteki oda sendromu” yaşayan bireyde aşağıdakilerden hangisi gözlenir?,Paragrafta Anlam,Paragraf
ALES3_sorular,page_31.png,36,Bu parçaya göre “Piyango” adlı öyküyle ilgili aşağıdakilerden hangisi söylenemez?,Paragrafta Anlam,Paragraf
ALES3_sorular,page_31.png,37,Bu parçada altı çizili sözle öyküyle ilgili anlatılmak istenen aşağıdakilerden hangisidir?,Paragrafta Anlam,Paragraf
ALES3_sorular,page_31.png,38,Aşağıdakilerden hangisi bu parçada anlatılanları destekler nitelikte değildir?,Paragrafta Anlam,Paragraf
ALES3_sorular,page_32.png,39,Parçaya göre Ellenberger'in çalışması hakkında ne söylenebilir?,Paragrafta Anlam,Paragraf
ALES3_sorular,page_32.png,40,"Parçaya göre James Joyce, Marcel Proust ve Virginia Woolf'un ortak özelliklerinden hangisi yer almaz?",Paragrafta Anlam,Paragraf
ALES3_sorular,page_32.png,41,Parçaya göre belirlenimci nedensellik düşüncesine sahip bir bireyle ilgili ne söylenebilir?,Paragrafta Anlam,Paragraf
ALES3_sorular,page_33.png,42,Bu parçanın yazarıyla ilgili aşağıdakilerden hangisine değinilmiştir?,Paragrafta Anlam,Paragraf
ALES3_sorular,page_34.png,43,Deniz Hoca'yı birinci sırada tercih etmiş olabilecek öğrenciler hangileridir?,Sözel Mantık,Yeni Nesil Mantık
ALES3_sorular,page_34.png,44,Verilen bilgilere göre kesin olarak doğru olan ifade hangisidir?,Sözel Mantık,Yeni Nesil Mantık
ALES3_sorular,page_34.png,45,Hocaların toplam tercih edilme sayılarına ilişkin doğru ifade hangisidir?,Sözel Mantık,Yeni Nesil Mantık
ALES3_sorular,page_34.png,46,"Furkan ile Gökhan'ın birinci tercihlerinin aynı hoca olduğu biliniyorsa, doğru ifade hangisidir?",Sözel Mantık,Yeni Nesil Mantık
ALES3_sorular,page_35.png,47,"Cevdet; birinci, ikinci veya üçüncü katlardan hangilerinde asansörden inmiş olabilir?",Sözel Mantık,Yeni Nesil Mantık
ALES3_sorular,page_35.png,48,Verilen bilgilere göre aşağıdaki ifadelerden hangisi doğrudur?,Sözel Mantık,Yeni Nesil Mantık
ALES3_sorular,page_35.png,49,"Ekrem'in altıncı katta indiği biliniyorsa, asansör kesin olarak hangi katta durmuştur?",Sözel Mantık,Yeni Nesil Mantık
ALES3_sorular,page_35.png,50,Asansörden yedinci katta inen bir kişi olup olmadığını belirlemek için aşağıdaki ek bilgilerden hangisi yeterlidir?,Sözel Mantık,Yeni Nesil Mantık
ALES3_sorular-2,page_3.png,1,(2/5 + 3/4 - 5/8) : 7/8,Rasyonel Sayılar,Salt İşlem
ALES3_sorular-2,page_3.png,2,(8 * 10^-1 - 8 * 10^-2) / (4 * 10^-1),Üslü İfadeler,Salt İşlem
ALES3_sorular-2,page_3.png,3,(√108 - √27) / √48,Köklü İfadeler,Salt İşlem
ALES3_sorular-2,page_3.png,4,(1/2! + 3/4!) / (5/6!),Faktöriyel,Salt İşlem
ALES3_sorular-2,page_4.png,5,"A, B ve C birer rakam olmak üzere, A2B + 2AB + CB2 olduğuna göre, A + B + C toplamı kaçtır?",Basamak Analizi,Salt İşlem
ALES3_sorular-2,page_4.png,6,"Sıfırdan farklı a, b, c ve d gerçel sayıları için 1/a < 1/b < 0 < 1/c < 1/d olduğuna göre, aşağıdaki sıralamalardan hangisi doğrudur?",Eşitsizlikler,Salt İşlem
ALES3_sorular-2,page_4.png,7,"2x-1/3 - 3x-1/6 = 1/5 olduğuna göre, x kaçtır?",Rasyonel Denklemler,Salt İşlem
ALES3_sorular-2,page_4.png,8,"x ve y birer tam sayı olmak üzere, x² - x*y - x + y ifadesi bir tek sayıdır. Buna göre, I. x tek sayıdır. II. y tek sayıdır. III. x+y tek sayıdır. ifadelerinden hangileri doğrudur?",Tek-Çift Sayılar,Salt İşlem
ALES3_sorular-2,page_5.png,9,"a + b² < 0 < a - b < a + c eşitsizliklerine göre a, b, c sayılarının işaretleri.",Eşitsizlikler,Salt İşlem
ALES3_sorular-2,page_5.png,10,"|a|=3, |b|=3, |c|=4, |d|=5, |e|=7 ve e < b < a < c < d olduğuna göre a+b+c+d+e toplamı.",Mutlak Değerler,Salt İşlem
ALES3_sorular-2,page_5.png,11,2ⁿ = 3 olduğuna göre 2³ⁿ⁺² ifadesinin değeri.,Üslü Sayılar,Salt İşlem
ALES3_sorular-2,page_5.png,12,f(x/3) = 2x + 1 olduğuna göre f(f(1)) değeri.,Fonksiyonlar,Salt İşlem
ALES3_sorular-2,page_6.png,13,"A ve B kümelerinin eleman sayıları ile ilgili s(A) = 2.s(B) ve s(A \ B) = s(A ∩ B) + 4 eşitlikleri veriliyor. Buna göre, B \ A kümesinin eleman sayısı kaçtır?",Kümeler,Salt İşlem
ALES3_sorular-2,page_6.png,14,"A, B ve C küçükten büyüğe doğru sıralanmış ardışık rakamlardır. Bu rakamlar kullanılarak iki basamaklı AA, BB ve CC doğal sayıları oluşturuluyor. AA + BB + CC toplamı 7 ile tam bölündüğüne göre, A kaçtır?",Sayı Basamakları ve Bölünebilme Kuralları,Problemler
ALES3_sorular-2,page_6.png,15,Rakamları toplamı 32 olan yedi basamaklı en küçük çift doğal sayının binler basamağındaki rakam kaçtır?,Sayı Basamakları,Problemler
ALES3_sorular-2,page_6.png,16,"Bir kafede her bir tabağa 8'er tane zeytin konularak hazırlanan kahvaltı tabakları, bir grup müşteriye her müşteri bir tabak alacak şekilde servis ediliyor. Servis sonunda; bu gruptaki müşterilerden ikisinin tabağında 2'şer zeytin, diğerlerinin tabağında ise 3'er zeytin yenmeden kalıyor. Bu gruptaki müşterilerin yediği toplam zeytin sayısı 62 olduğuna göre, gruptaki müşteri sayısı kaçtır?",Sayı Problemleri,Problemler
ALES3_sorular-2,page_7.png,17,"Bir derginin toplam sayfa sayısının 1/6'sı bilgisayar oyunlarına, bilgisayar oyunlarına ayırdığı sayfaların 1/3'ü strateji oyunlarına ayrılmıştır. Strateji oyunları dışındaki bilgisayar oyunlarına toplam 8 sayfa ayrıldığına göre, dergi kaç sayfadır?",Kesir Problemleri,Problemler
ALES3_sorular-2,page_7.png,18,"A ve B kentleri arası 440 km olup, otobüs ve otomobil aynı anda karşılıklı hareket ederek 3 saat sonra karşılaşıyor. Karşılaştıktan sonra otobüs mola veriyor, otomobil vermiyor. İkisinin de ortalama hızı 80 km/saat olduğuna göre, otobüs kaç dakika mola vermiştir?",Hız Problemleri,Problemler
ALES3_sorular-2,page_7.png,19,Bir galerideki arabaların üretim yılı ortalaması 1991'dir. Üretim yılı ortalaması 2000 olan sekiz araba satılınca kalan arabaların ortalama üretim yılı 1990'a düşüyor. Başlangıçta galeride kaç araba vardı?,Ortalama Problemleri,Problemler
ALES3_sorular-2,page_7.png,20,"İki basamaklı bir doğal sayı için verilen dört ifadeden üçü doğru, biri yanlıştır. Sayı 80'den büyüktür, rakamlarından biri 5'tir, rakamlarından biri 7'dir, rakamları toplamı bir asal sayıdır. Buna göre, bu sayının rakamları çarpımı kaçtır?",Sayı Problemleri,Yeni Nesil Mantık
ALES3_sorular-2,page_8.png,21,"Bir müzayedede satılan 4 parça eşyanın fiyatları ve toplam gelir içindeki payları tabloya göre, el yazması kitabın toplam gelir içindeki yüzde payı kaçtır?",Yüzde Problemleri,Tablo/Grafik Okuma
ALES3_sorular-2,page_8.png,22,"Ağırlıkları 68, 72, 75 ve 79 kg olan dört kişiden rastgele ikisi, taşıma kapasitesi 150 kg olan bir asansöre biniyor. Asansöre binenlerin toplam ağırlıklarının asansörün taşıma kapasitesini aşmama olasılığı kaçtır?",Olasılık,Problemler
ALES3_sorular-2,page_8.png,23,"Nihat Bey, 8 saatte 1 kilovat enerji tüketen A sınıfı buzdolabını %40 daha az enerji tüketen A++ sınıfı buzdolabıyla değiştiriyor. Buna göre, yeni A++ sınıfı buzdolabı 48 saatte kaç kilovat enerji tüketir?",Yüzde Problemleri,Problemler
ALES3_sorular-2,page_8.png,24,Nihat Bey'in eskiden kullandığı A sınıfı buzdolabının 32 saatte tükettiği enerji miktarıyla yeni aldığı 5 led ampulün 10 saatte tükettiği toplam enerji miktarı birbirine eşittir. Nihat Bey'in eskiden kullandığı ampullerden bir tanesi 1 saatte kaç kilovat enerji tüketir?,Oran Orantı,Problemler
ALES3_sorular-2,page_9.png,25,Ziyaretçi sayısı en az olan gün aşağıdakilerden hangisidir?,Veri Analizi,Tablo/Grafik Okuma
ALES3_sorular-2,page_9.png,26,Aşağıdaki ziyaretçi sayısı - gün grafiklerinden hangisi bu meslek gruplarından birine ait olamaz?,Veri Analizi,Tablo/Grafik Okuma
ALES3_sorular-2,page_10.png,27,"Düzeneğin başlangıç alanında Şekil 1'deki gibi dizilen toplar serbest bırakılıp pimler çıkarıldıktan sonra top haznesinin görünümü Şekil 2'deki gibi oluyor. Buna göre, pimlerin çıkarılma sırası aşağıdakilerden hangisidir?",Sayısal Mantık,Yeni Nesil Mantık
ALES3_sorular-2,page_10.png,28,Düzeneğin başlangıç alanına şekildeki gibi dizilen toplar serbest bırakıldığında top haznesinin görünümü aşağıdakilerden hangisi olamaz?,Sayısal Mantık,Yeni Nesil Mantık
ALES3_sorular-2,page_11.png,29,"6'lık, 10'luk ve 15'lik birer kutu yumurta alan bir kişinin, aynı yumurtaları teker teker alması durumunda ödeyeceği farkı hesaplama.",Sayı Problemleri,Problemler
ALES3_sorular-2,page_11.png,30,10 büyük boy ve 10 küçük boy yumurta alımında ödenecek olası olmayan tutarı belirleme.,Sayı Problemleri,Problemler
ALES3_sorular-2,page_11.png,31,11 büyük boy ve 19 küçük boy yumurtanın en az kaç TL'ye alınabileceğini bulma.,Sayı Problemleri,Problemler
ALES3_sorular-2,page_12.png,32,21 günlük ekmek alma programının son gününde ekmek alan kişi ve alınan ekmek sayısı.,Sayısal Mantık,Yeni Nesil Mantık
ALES3_sorular-2,page_12.png,33,21 günlük program boyunca Can'ın aldığı toplam ekmek sayısı.,Sayısal Mantık,Yeni Nesil Mantık
ALES3_sorular-2,page_12.png,34,21 günlük program boyunca Bora'nın ekmek aldığı son gün.,Sayısal Mantık,Yeni Nesil Mantık
ALES3_sorular-2,page_13.png,35,"197 sayısının (3,5)-modülleri kaçtır?",Modüler Aritmetik,Salt İşlem
ALES3_sorular-2,page_13.png,36,"Üç basamaklı A4A sayısının (3,5)-modülleri 1 olduğuna göre, A kaçtır?",Modüler Aritmetik,Problemler
ALES3_sorular-2,page_13.png,37,"(3,5)-modülleri 8 olan kaç tane iki basamaklı doğal sayı vardır?",Modüler Aritmetik,Problemler
ALES3_sorular-2,page_14.png,38,"Ekimde tüketilen beyaz et miktarının, eylülde tüketilen kırmızı et miktarının yüzde kaçı olduğu.",Yüzde Problemleri,Tablo/Grafik Okuma
ALES3_sorular-2,page_14.png,39,"Grafikte verilen et tüketim miktarları ile ilgili üç ifadenin (I, II, III) doğruluk kontrolü.",Grafik Yorumlama,Tablo/Grafik Okuma
ALES3_sorular-2,page_14.png,40,Beyaz et miktarının aylara göre dağılımını gösteren daire grafiğinde kasım ayına karşılık gelen merkez açının ölçüsü.,Daire Grafiği ve Oran Orantı,Tablo/Grafik Okuma
ALES3_sorular-2,page_15.png,41,"Verilen (x, y, r) üçlülerine göre iki çemberin konumunu ve kesişimini grafik üzerinde belirleme.",Geometri,Yeni Nesil Mantık
ALES3_sorular-2,page_15.png,42,"Üç çemberden oluşan bir şeklin, hangi (x, y, r) üçlüleri sırasıyla girilerek oluşturulduğunu belirleme.",Mantık,Yeni Nesil Mantık
ALES3_sorular-2,page_15.png,43,Belirtilen bilgisayar programının kurallarına göre hangi şekillerin oluşturulamayacağını belirleme.,Mantık,Yeni Nesil Mantık
ALES3_sorular-2,page_16.png,44,"Verilen geometrik şekilde AB // CD, A, E, F doğrusal, c - a = 10° ve a + b = 145° olduğuna göre x açısı kaç derecedir?",Geometri (Açılar),Salt İşlem
ALES3_sorular-2,page_16.png,45,"ABC dik üçgen, ADC eşkenar üçgen, BC ⊥ CA, DE ⊥ AB. |AD| = 6 ve |CE| = x. x kaç birimdir?",Geometri (Üçgenler),Salt İşlem
ALES3_sorular-2,page_16.png,46,"ABCD bir kare, |DF| = |FC|, |EC| = 3 ve |EB| = 5 birim. AEF üçgeninin alanı kaç birimkaredir?",Geometri (Alan Hesaplama),Salt İşlem
ALES3_sorular-2,page_16.png,47,"ABCDEF düzgün altıgen, K ∈ [AB], |AK| = |KB|, |EK| = 2√13 birim. Altıgenin çevresi kaç birimdir?",Geometri (Düzgün Çokgenler),Salt İşlem
ALES3_sorular-2,page_17.png,48,Yarıçapı r birim olan bir dairenin yarıçapı 2 birim artırıldığında alanı 24π birimkare artıyor. r kaçtır?,Geometri,Problemler
ALES3_sorular-2,page_17.png,49,Verilen halatlardan hangisinin uçları oklar yönünde aynı anda çekildiğinde düğüm oluşur?,Şekil Yeteneği,Yeni Nesil Mantık
ALES3_sorular-2,page_17.png,50,Bir gezginin parkta dolaşırken çektiği ilk fotoğraf ve diğer dört fotoğraf verilmiştir. Bu fotoğrafların çekim sırası nedir?,Görsel Mantık,Yeni Nesil Mantık
ALES3_sorular-2,page_18.png,1,Cümledeki boşlukları anlam bütünlüğünü sağlayacak şekilde tamamlayınız.,Cümle Tamamlama,Paragraf
ALES3_sorular-2,page_18.png,2,Cümledeki boşlukları anlam bütünlüğünü sağlayacak şekilde tamamlayınız.,Cümle Tamamlama,Paragraf
ALES3_sorular-2,page_18.png,3,Parçadaki boşluğu anlam bakımından en uygun biçimde tamamlayınız.,Paragraf Tamamlama,Paragraf
ALES3_sorular-2,page_19.png,4,"Fransız hukukçular François Baudouin ve Jean Bodin'in yasama krizi çözme yöntemleri ve tarihe bakış açılarını ele alan metinde, hukukçuların neyi amaçladığı veya neye inandığı sorulmaktadır.",Paragrafta Anlam,Paragraf
ALES3_sorular-2,page_19.png,5,"Kişisel bilgisayarların yaygınlaşmasının daktilolar üzerindeki etkisi ve bilgisayarların yazı aracı olarak gelişimi üzerine olan metinde, metinden çıkarılamayacak yargı sorulmaktadır.",Paragrafta Anlam,Paragraf
ALES3_sorular-2,page_20.png,6,1960'larda Avrupa'da başlayan arkeolojik çalışmalar sonucunda Konya yakınlarındaki Çatalhöyük'ün en eski ve en büyük tarım topluluğu olduğu ortaya çıkmıştır.,Paragrafta Anlam,Paragraf
ALES3_sorular-2,page_20.png,7,"Türk ve Avustralyalı bilim insanları, kornea hücrelerinden geliştirdikleri ince şeffaf film ile hasar görmüş korneadan kaynaklanan görme sorununu ortadan kaldırdılar.",Paragrafta Anlam,Paragraf
ALES3_sorular-2,page_20.png,8,19. yüzyılda İstanbul'da yüzmenin ve deniz suyunun sağlıklı yaşam açısından önemi anlaşılınca Fransızların deniz banyosundan hareketle Türk kültüründe yeni bir moda olarak deniz hamamı kültürü ortaya çıktı.,Paragrafta Anlam,Paragraf
ALES3_sorular-2,page_20.png,9,Numaralanmış sözler anlamlı ve kurallı bir cümle oluşturacak biçimde sıralandığında baştan ikinci olanı bulma.,Sözel Mantık,Yeni Nesil Mantık
ALES3_sorular-2,page_21.png,10,Numaralanmış sözleri anlamlı ve kurallı bir cümle oluşturacak biçimde sıralama.,Paragrafta Anlam,Paragraf
ALES3_sorular-2,page_21.png,11,Numaralanmış cümleleri anlamlı bir bütün oluşturacak biçimde sıralama.,Paragrafta Anlam,Paragraf
ALES3_sorular-2,page_21.png,12,Numaralanmış cümleleri anlamlı bir bütün oluşturacak biçimde sıralama.,Paragrafta Anlam,Paragraf
ALES3_sorular-2,page_22.png,13,Anlamlı bir bütün oluşturacak biçimde sıralanması için cümlelerin birbiriyle yer değiştirmesi gerekenleri bulunuz. Dedektiflik romanı üzerine.,Cümle Sıralama,Paragraf
ALES3_sorular-2,page_22.png,14,Anlamlı bir bütün oluşturacak biçimde sıralanması için cümlelerin birbiriyle yer değiştirmesi gerekenleri bulunuz. Asgardia uzay istasyonu üzerine.,Cümle Sıralama,Paragraf
ALES3_sorular-2,page_23.png,15,Verilen paragraftaki numaralandırılmış cümlelerin ana fikrini oluşturan veya destekleyen cümleleri belirleme sorusu.,Paragrafta Anlam,Paragraf
ALES3_sorular-2,page_23.png,16,"Yemek kültürü hakkındaki bir paragrafta, anlam bütünlüğünü bozan cümleyi bulma sorusu.",Paragrafta Anlam Bütünlüğü,Paragraf
ALES3_sorular-2,page_23.png,17,"Rönesans'ın felsefe ve insanlık üzerindeki etkileri hakkındaki bir paragrafta, anlam bütünlüğünü bozan cümleyi bulma sorusu.",Paragrafta Anlam Bütünlüğü,Paragraf
ALES3_sorular-2,page_24.png,18,"Zaman oku kavramı ve Eddington'ın 'Fiziksel Dünyanın Doğası' eserinden yola çıkarak, zamanın yönü ve makro dünyadaki tek yönlülüğü hakkında verilen yargılardan hangisinin yanlış olduğunu bulma.",Paragrafta Anlam,Paragraf
ALES3_sorular-2,page_24.png,19,Günümüz sanat müzelerinin 'uygarlığın güzellik salonları' olarak düşünülmesi ve bu salonları yaratan anlayışın günlük yaşama duyulan büyük bir hürmet eseri olması cümlesinde vurgulanmak istenen düşünceye en yakın olanı bulma.,Paragrafta Anlam,Paragraf
ALES3_sorular-2,page_24.png,20,Suyun kanaldan aşağı doğru akma zorunluluğu ile insanların kendi özgür iradeleriyle yaptıkları eylemlerin bir nedene dayandığı ilişkisini anlatan cümleden ne anlatılmak istendiğini bulma.,Paragrafta Anlam,Paragraf
ALES3_sorular-2,page_24.png,21,Deneme türünün Batı kökenli olduğu fikrine rağmen Doğu edebiyatlarında da köklü bir geleneği olduğu bilgisini veren paragraftan hareketle ulaşılamayacak yargıyı bulma.,Paragrafta Anlam,Paragraf
ALES3_sorular-2,page_25.png,22,Parçada sözü edilen düşünürlerin mekân hakkındaki ortak yargısı nedir?,Paragrafta Anlam,Paragraf
ALES3_sorular-2,page_25.png,23,Baudelaire'in şiirde yapmak istediği nedir?,Paragrafta Anlam,Paragraf
ALES3_sorular-2,page_25.png,24,Tarih yazımı ile ilgili parçadan hangi yargıya ulaşılabilir?,Paragrafta Anlam,Paragraf
ALES3_sorular-2,page_26.png,25,Sanat tarihçisi Gombrich'in sanatın tanımı üzerine sözlerinden yola çıkan bir metne göre sanatla ilgili hangisi söylenemez?,Paragrafta Anlam,Paragraf
ALES3_sorular-2,page_26.png,26,Bir kişinin 'köşe' kelimesini çeşitli bağlamlarda kullanması ve yabancı kökenli kelimelerle değiştirme çabaları üzerine bir metinde yazarın asıl eleştirdiği durum nedir?,Paragrafta Anlam,Paragraf
ALES3_sorular-2,page_27.png,27,"Çevre insana potansiyel nitelikler veya yetenekler vermez. İnsan doğmadan birtakım güç ve yeteneklere sahip olduğundan yaratıcılık, özgünlük, başkalarını önemseme, sevme, gerçeği arama gibi özelliklerimiz biyolojik varlığımızla birlikte gelişir. İnsanlığı tanımlayan bu yapının gelişebilmesi için sosyal çevre desteği şarttır. Aile, toplum veya kültür bireye; sevme, bilgiyi arama, felsefe yapma, simgeselleştirme veya yaratma potansiyeli kazandıramaz. Bunun yerine, doğuştan getirdiğimiz kimi yetilerin gerçeğe dönüşmesi yolunda bizi yüreklendirir, özendirir. Çevre ve kültür; güneş, besin ve sudur, tohumun kendisi değil. Aşağıdakilerden hangisi bu parçada anlatılan temel düşünceyle çelişen bir ifadedir?",Paragrafta Anlam,Paragraf
ALES3_sorular-2,page_27.png,28,"Acaba Eski Yunan filozofu Sokrates evden dışarıya çıkınca ne yapardı? Dışarıdan göründüğü kadarıyla pazar yerlerini ve spor alanlarını ziyaret eder ve halkla konuşurdu. Deyim yerindeyse o tam bir aylaktı. Karısı Xanthippe'nin sinirine dokunan da düpedüz buydu işte. Evi, karısı ve çocukları ile ilgilenmek, babasından öğrendiği taş oymacılığı mesleğini icra etmek, kısacası vatandaş olarak düzenli bir ömür sürmek yerine Sokrates boş boş dolaşmakta ve tanıdıklarıyla hiçbir işe yaramayan konuşmalar yapmaktaydı. Bu parçanın yazarıyla ilgili aşağıdakilerden hangisi söylenebilir?",Paragrafta Anlam,Paragraf
ALES3_sorular-2,page_28.png,29,Bu parçada Beatnik gruplarıyla ilgili aşağıdakilerden hangisine ulaşılabilir?,Paragrafta Anlam,Paragraf
ALES3_sorular-2,page_28.png,30,Bu parçada altı çizili sözle Beatnik gruplarının üyeleri hakkında anlatılmak istenen aşağıdakilerden hangisi olabilir?,Paragrafta Anlam,Paragraf
ALES3_sorular-2,page_29.png,31,"Parçadan hareketle modern bilim devriminin, bilgi geleneklerinden farklı olan yönlerinden biri değildir?",Paragrafta Anlam,Paragraf
ALES3_sorular-2,page_29.png,32,Yazarın Bilimsel Devrim’i bir “cehalet devrimi” olarak tanımlamasının gerekçesi nedir?,Paragrafta Anlam,Paragraf
ALES3_sorular-2,page_30.png,33,Bu parçada altı çizili söz yerine aşağıdakilerden hangisi getirilebilir?,Paragrafta Anlam,Paragraf
ALES3_sorular-2,page_30.png,34,Bu parçaya göre aşağıdakilerden hangisi söylenebilir?,Paragrafta Anlam,Paragraf
ALES3_sorular-2,page_30.png,35,"Bu parçaya göre psikanalizin ""devrimci"" olarak tanımlanmasının nedeni aşağıdakilerden hangisidir?",Paragrafta Anlam,Paragraf
